species,nombre_normalizado,habito_raw,forma,estatus,es_sinonimo,aceptado,forma_inconsistente
Ranunculus uniflorus,ranunculus uniflorus,Hierba,herbacea,nativa,True,Halerpestes uniflora,False
Ranunculus bolivianus,ranunculus bolivianus,Hierba,herbacea,nativa,True,Halerpestes uniflora,False
Hamadryas tomentosa,hamadryas tomentosa,Hierba,herbacea,nativa,True,Hamadryas magellanica,False
Hamadryas paniculata,hamadryas paniculata,Hierba,herbacea,nativa,True,Hamadryas magellanica,False
Myosurus gracilis,myosurus gracilis,Hierba,herbacea,nativa,True,Myosurus apetalus,False
Myosurus aristatus,myosurus aristatus,Hierba,herbacea,nativa,True,Myosurus apetalus,False
Myosurus minimus,myosurus minimus,Hierba,herbacea,nativa,True,Myosurus patagonicus,False
Ranunculus exiguus,ranunculus exiguus,Hierba,herbacea,nativa,True,Ranunculus biternatus,False
Ranunculus commersonii,ranunculus commersonii,Hierba,herbacea,nativa,True,Ranunculus biternatus,False
Ranunculus montteanus,ranunculus montteanus,Hierba,herbacea,nativa,True,Ranunculus biternatus,False
Ranunculus crassipes,ranunculus crassipes,Hierba,herbacea,nativa,True,Ranunculus biternatus,False
Ranunculus flaccidus,ranunculus flaccidus,Hierba,herbacea,nativa,True,Ranunculus biternatus,False
Ranunculus trisepalus,ranunculus trisepalus,Hierba,herbacea,nativa,True,Ranunculus bonariensis,False
Ranunculus obtusatus,ranunculus obtusatus,Hierba,herbacea,nativa,True,Ranunculus bonariensis,False
Ranunculus humilis,ranunculus humilis,Hierba,herbacea,nativa,True,Ranunculus bonariensis,False
Ranunculus berteronianus,ranunculus berteronianus,Hierba,herbacea,nativa,True,Ranunculus bonariensis,False
Ranunculus sericans,ranunculus sericans,Hierba,herbacea,nativa,True,Ranunculus chilensis,False
Ranunculus protractus,ranunculus protractus,Hierba,herbacea,nativa,True,Ranunculus chilensis,False
Ranunculus elatus,ranunculus elatus,Hierba,herbacea,nativa,True,Ranunculus chilensis,False
Ranunculus berteroanus,ranunculus berteroanus,Hierba,herbacea,nativa,True,Ranunculus chilensis,False
Ranunculus valdivianus,ranunculus valdivianus,Hierba,herbacea,nativa,True,Ranunculus chilensis,False
Casalea flagelliformis,casalea flagelliformis,Hierba,herbacea,nativa,True,Ranunculus flagelliformis,False
Casalea hederacea,casalea hederacea,Hierba,herbacea,nativa,True,Ranunculus flagelliformis,False
Ranunculus erodiifolius,ranunculus erodiifolius,Hierba,herbacea,nativa,True,Ranunculus peduncularis,False
Ranunculus polypetalus,ranunculus polypetalus,Hierba,herbacea,nativa,True,Ranunculus peduncularis,False
Ranunculus andinus,ranunculus andinus,Hierba,herbacea,nativa,True,Ranunculus peduncularis,False
Ranunculus colliguensis,ranunculus colliguensis,Hierba,herbacea,nativa,True,Ranunculus maclovianus,False
Ranunculus alboffii,ranunculus alboffii,Hierba,herbacea,nativa,True,Ranunculus peduncularis,False
Ranunculus glandulifer,ranunculus glandulifer,Hierba,herbacea,nativa,True,Ranunculus peduncularis,False
Ranunculus patagonicus,ranunculus patagonicus,Hierba,herbacea,nativa,True,Ranunculus peduncularis,False
Ranunculus gilliesii,ranunculus gilliesii,Hierba,herbacea,nativa,True,Ranunculus peduncularis,False
Ranunculus talquinus,ranunculus talquinus,Hierba,herbacea,nativa,True,Ranunculus peduncularis,False
Ranunculus pratensis,ranunculus pratensis,Hierba,herbacea,nativa,True,Ranunculus peduncularis,False
Ranunculus savatieri,ranunculus savatieri,Hierba,herbacea,nativa,True,Ranunculus minutiflorus,False
Ranunculus aysenensis,ranunculus aysenensis,Hierba,herbacea,nativa,True,Ranunculus minutiflorus,False
Casalea chilensis,casalea chilensis,Hierba,herbacea,nativa,True,Ranunculus minutiflorus,False
Ranunculus saxifragaefolius,ranunculus saxifragaefolius,Hierba,herbacea,nativa,True,Ranunculus minutiflorus,False
Ranunculus miser,ranunculus miser,Hierba,herbacea,nativa,True,Ranunculus minutiflorus,False
Hydrocotyle pauciflora,hydrocotyle pauciflora,Hierba,herbacea,nativa,True,Ranunculus minutiflorus,False
Ranunculus dusenii,ranunculus dusenii,Hierba,herbacea,nativa,True,Ranunculus pseudotrullifolius,False
Ranunculus caespitosus,ranunculus caespitosus,Hierba,herbacea,nativa,True,Ranunculus pseudotrullifolius,False
Ranunculus fueginos,ranunculus fueginos,Hierba,herbacea,nativa,True,Ranunculus sericocephalus,False
Ranunculus phillipianus,ranunculus phillipianus,Hierba,herbacea,nativa,True,Ranunculus sericocephalus,False
Ranunculus oligocarpus,ranunculus oligocarpus,Hierba,herbacea,nativa,True,Ranunculus spegazzinii,False
Ranunculus fluitans,ranunculus fluitans,Hierba acuática,herbacea,nativa,True,Ranunculus trichophyllus,False
Ranunculus curvirostris,ranunculus curvirostris,Hierba acuática,herbacea,nativa,True,Ranunculus trichophyllus,False
Ranunculus monanthos,ranunculus monanthos,Hierba,herbacea,introducida,True,Ranunculus trullifolius,False
Colletia valdiviana,colletia valdiviana,Arbusto,lenosa,nativa,True,Colletia hystrix,False
Colletia spinosa,colletia spinosa,Arbusto,lenosa,nativa,True,Colletia hystrix,False
Colletia armata,colletia armata,Arbusto,lenosa,nativa,True,Colletia hystrix,False
Colletia pungens,colletia pungens,Arbusto,lenosa,nativa,True,Colletia hystrix,False
Colletia spinosissima,colletia spinosissima,Arbusto,lenosa,nativa,True,Colletia hystrix,False
Colletia aciculata,colletia aciculata,Arbusto,lenosa,nativa,True,Colletia hystrix,False
Colletia brevispina,colletia brevispina,Arbusto,lenosa,nativa,True,Colletia hystrix,False
Colletia cataphracta,colletia cataphracta,Arbusto,lenosa,nativa,True,Colletia hystrix,False
Colletia ferox,colletia ferox,Arbusto,lenosa,nativa,True,Colletia hystrix,False
Colletia tomentosa,colletia tomentosa,Arbusto,lenosa,nativa,True,Colletia hystrix,False
Colletia veprecula,colletia veprecula,Arbusto,lenosa,nativa,True,Colletia hystrix,False
Colletia valenzuela,colletia valenzuela,Arbusto,lenosa,endemica,True,Colletia ulicina,False
Colletia articulata,colletia articulata,Arbusto,lenosa,nativa,True,Discaria articulata,False
Retamilia articulata,retamilia articulata,Arbusto,lenosa,nativa,True,Discaria articulata,False
Colletia chacaye,colletia chacaye,Arbusto o árbol pequeño,lenosa,nativa,True,Discaria chacaye,False
Colletia discolor,colletia discolor,Arbusto o árbol pequeño,lenosa,nativa,True,Discaria chacaye,False
Colletia crenata,colletia crenata,Arbusto o árbol pequeño,lenosa,nativa,True,Discaria chacaye,False
Colletia serratifolia,colletia serratifolia,Arbusto o árbol pequeño,lenosa,nativa,True,Discaria chacaye,False
Notophaena magellanica,notophaena magellanica,Arbusto o árbol pequeño,lenosa,nativa,True,Discaria chacaye,False
Notophaena cognata,notophaena cognata,Arbusto o árbol pequeño,lenosa,nativa,True,Discaria chacaye,False
Discaria cognata,discaria cognata,Arbusto o árbol pequeño,lenosa,nativa,True,Discaria chacaye,False
Colletia montana,colletia montana,Arbusto o árbol pequeño,lenosa,nativa,True,Discaria chacaye,False
Colletia dumosa,colletia dumosa,Arbusto o árbol pequeño,lenosa,nativa,True,Discaria chacaye,False
Discaria magellanica,discaria magellanica,Arbusto o árbol pequeño,lenosa,nativa,True,Discaria chacaye,False
Colletia nivalis,colletia nivalis,Arbusto o árbol pequeño,lenosa,nativa,True,Discaria chacaye,False
Discaria foliosa,discaria foliosa,Arbusto o árbol pequeño,lenosa,nativa,True,Discaria chacaye,False
Discaria crenata,discaria crenata,Arbusto o árbol pequeño,lenosa,nativa,True,Discaria chacaye,False
Discaria dumosa,discaria dumosa,Arbusto o árbol pequeño,lenosa,nativa,True,Discaria chacaye,False
Discaria montana,discaria montana,Arbusto o árbol pequeño,lenosa,nativa,True,Discaria chacaye,False
Notophaena discolor,notophaena discolor,Arbusto o árbol pequeño,lenosa,nativa,True,Discaria chacaye,False
Notophaena foliosa,notophaena foliosa,Arbusto o árbol pequeño,lenosa,nativa,True,Discaria chacaye,False
Discaria discolor,discaria discolor,Arbusto o árbol pequeño,lenosa,nativa,True,Discaria chacaye,False
Sageretia trinervis,sageretia trinervis,Arbusto o árbol pequeño,lenosa,nativa,True,Discaria trinervis,False
Ochetophila hookeriana,ochetophila hookeriana,Arbusto o árbol pequeño,lenosa,nativa,True,Discaria trinervis,False
Colletia doniana,colletia doniana,Arbusto o árbol pequeño,lenosa,nativa,True,Discaria trinervis,False
Discaria doniana,discaria doniana,Arbusto o árbol pequeño,lenosa,nativa,True,Discaria trinervis,False
Rhamnus linearis,rhamnus linearis,Arbusto o árbol pequeño,lenosa,nativa,True,Discaria trinervis,False
Ochetophila trinervis,ochetophila trinervis,Arbusto o árbol pequeño,lenosa,nativa,True,Discaria trinervis,False
Colletia ephedra,colletia ephedra,Arbusto,lenosa,endemica,True,Retanilla ephedra,False
Colletia obcordata,colletia obcordata,Arbusto,lenosa,endemica,True,Retanilla ephedra,False
Retanilla obcordata,retanilla obcordata,Arbusto,lenosa,endemica,True,Retanilla ephedra,False
Retanilla crassa,retanilla crassa,Arbusto,lenosa,endemica,True,Retanilla ephedra,False
Retanilla moelleri,retanilla moelleri,Arbusto,lenosa,endemica,True,Retanilla ephedra,False
Trevoa frutilla,trevoa frutilla,Arbusto,lenosa,endemica,True,Retanilla stricta,False
Retanilla affinis,retanilla affinis,Arbusto,lenosa,endemica,True,Retanilla stricta,False
Trevoa trinervia,trevoa trinervia,Arbusto,lenosa,endemica,True,Retanilla trinervia,False
Colletia trebu,colletia trebu,Arbusto,lenosa,endemica,True,Retanilla trinervia,False
Trevoa trinervis,trevoa trinervis,Arbusto,lenosa,endemica,True,Retanilla trinervia,False
Colletia nana,colletia nana,Arbusto,lenosa,nativa,True,Discaria nana,False
Ochetophila parvifolia,ochetophila parvifolia,Arbusto,lenosa,nativa,True,Discaria nana,False
Ochetophila prostrata,ochetophila prostrata,Arbusto,lenosa,nativa,True,Discaria nana,False
Colletia stipellacea,colletia stipellacea,Arbusto,lenosa,nativa,True,Discaria nana,False
Discaria prostrata,discaria prostrata,Arbusto,lenosa,nativa,True,Discaria nana,False
Ochetophila nana,ochetophila nana,Arbusto,lenosa,nativa,True,Discaria nana,False
Colletia maytenioides,colletia maytenioides,Arbusto,lenosa,endemica,True,Rhamnus diffusus,False
Sciadophila maytenoides,sciadophila maytenoides,Arbusto,lenosa,endemica,True,Rhamnus diffusus,False
Talguenea quinquenervia,talguenea quinquenervia,Arbusto,lenosa,endemica,True,Trevoa quinquenervia,False
Talguenea costata,talguenea costata,Arbusto,lenosa,endemica,True,Trevoa quinquenervia,False
Colletia tralhuen,colletia tralhuen,Arbusto,lenosa,endemica,True,Trevoa quinquenervia,False
Talguenea mollis,talguenea mollis,Arbusto,lenosa,endemica,True,Trevoa quinquenervia,False
Acaena digitata,acaena digitata,Hierba,herbacea,nativa,True,Acaena alpina,False
Acaena microcephala,acaena microcephala,Hierba,herbacea,nativa,True,Acaena antarctica,False
Acaena pearcei,acaena pearcei,Hierba,herbacea,nativa,True,Acaena antarctica,False
Acaena tenuifolia,acaena tenuifolia,Hierba,herbacea,nativa,True,Acaena antarctica,False
Ancistrum lucidum,ancistrum lucidum,Hierba,herbacea,nativa,True,Acaena lucida,False
Acaena parvifolia,acaena parvifolia,Hierba,herbacea,nativa,True,Acaena lucida,False
Acaena canescens,acaena canescens,Hierba,herbacea,nativa,True,Acaena magellanica,False
Acaena glandulifera,acaena glandulifera,Hierba,herbacea,nativa,True,Acaena magellanica,False
Acaena glaucella,acaena glaucella,Hierba,herbacea,nativa,True,Acaena magellanica,False
Acaena krausei,acaena krausei,Hierba,herbacea,nativa,True,Acaena magellanica,False
Acaena laevigata,acaena laevigata,Hierba,herbacea,nativa,True,Acaena magellanica,False
Acaena macropoda,acaena macropoda,Hierba,herbacea,nativa,True,Acaena magellanica,False
Ancistrum magellanicum,ancistrum magellanicum,Hierba,herbacea,nativa,True,Acaena magellanica,False
Acaena adscendens,acaena adscendens,Hierba,herbacea,nativa,True,Acaena magellanica,False
Acaena acutifida,acaena acutifida,Hierba,herbacea,nativa,True,Acaena magellanica,False
Acaena brachyglochin,acaena brachyglochin,Hierba,herbacea,nativa,True,Acaena magellanica,False
Acaena colchaguensis,acaena colchaguensis,Hierba,herbacea,nativa,True,Acaena magellanica,False
Acaena hirsuta,acaena hirsuta,Hierba,herbacea,nativa,True,Acaena magellanica,False
Acaena cadilla,acaena cadilla,Hierba,herbacea,nativa,True,Acaena magellanica,False
Acaena closiana,acaena closiana,Hierba,herbacea,nativa,True,Acaena magellanica,False
Acaena coxi,acaena coxi,Hierba,herbacea,nativa,True,Acaena magellanica,False
Acaena petiolulata,acaena petiolulata,Hierba,herbacea,nativa,True,Acaena magellanica,False
Acaena macrostemon,acaena macrostemon,Hierba,herbacea,nativa,True,Acaena magellanica,False
Acaena depauperata,acaena depauperata,Hierba,herbacea,nativa,True,Acaena magellanica,False
Acaena exaltata,acaena exaltata,Hierba,herbacea,nativa,True,Acaena magellanica,False
Acaena grandistipula,acaena grandistipula,Hierba,herbacea,nativa,True,Acaena magellanica,False
Acaena grossifolia,acaena grossifolia,Hierba,herbacea,nativa,True,Acaena magellanica,False
Acaena hirta,acaena hirta,Hierba,herbacea,nativa,True,Acaena magellanica,False
Acaena humilis,acaena humilis,Hierba,herbacea,nativa,True,Acaena magellanica,False
Acaena ischnostemom,acaena ischnostemom,Hierba,herbacea,nativa,True,Acaena magellanica,False
Acaena longiaristata,acaena longiaristata,Hierba,herbacea,nativa,True,Acaena magellanica,False
Acaena longistipula,acaena longistipula,Hierba,herbacea,nativa,True,Acaena magellanica,False
Acaena macrophyes,acaena macrophyes,Hierba,herbacea,nativa,True,Acaena magellanica,False
Acaena neglecta,acaena neglecta,Hierba,herbacea,nativa,True,Acaena magellanica,False
Acaena obtusiloba,acaena obtusiloba,Hierba,herbacea,nativa,True,Acaena magellanica,False
Acaena oligoglochin,acaena oligoglochin,Hierba,herbacea,nativa,True,Acaena magellanica,False
Acaena plioglochin,acaena plioglochin,Hierba,herbacea,nativa,True,Acaena magellanica,False
Acaena rubescens,acaena rubescens,Hierba,herbacea,nativa,True,Acaena magellanica,False
Acaena subflaccida,acaena subflaccida,Hierba,herbacea,nativa,True,Acaena magellanica,False
Acaena venulosa,acaena venulosa,Hierba,herbacea,nativa,True,Acaena magellanica,False
Acaena elegans,acaena elegans,Hierba,herbacea,nativa,True,Acaena ovalifolia,False
Acaena micranthera,acaena micranthera,Hierba,herbacea,nativa,True,Acaena ovalifolia,False
Acaena tenuipila,acaena tenuipila,Hierba,herbacea,nativa,True,Acaena ovalifolia,False
Acaena glaberrima,acaena glaberrima,Hierba,herbacea,nativa,True,Acaena pumila,False
Acaena multifida,acaena multifida,Hierba,herbacea,nativa,True,Acaena pinnatifida,False
Acaena fuegina,acaena fuegina,Hierba,herbacea,nativa,True,Acaena pinnatifida,False
Acaena cuneata,acaena cuneata,Hierba,herbacea,nativa,True,Acaena pinnatifida,False
Alchemilla looseri,alchemilla looseri,Hierba,herbacea,endemica,True,Aphanes looseri,False
Alchemilla neglecta,alchemilla neglecta,Hierba,herbacea,endemica,True,Aphanes neglecta,False
Acaena quinquefida,acaena quinquefida,Hierba,herbacea,endemica,True,Acaena trifida,False
Fragaria chilensis,fragaria chilensis,Hierba,herbacea,nativa,True,Fragaria chiloensis,False
Fragaria vesca,fragaria vesca,Hierba,herbacea,nativa,True,Fragaria chiloensis,False
Potentilla chiloensis,potentilla chiloensis,Hierba,herbacea,nativa,True,Fragaria chiloensis,False
Sierversia andicola,sierversia andicola,Hierba,herbacea,nativa,True,Geum andicola,False
Oncostylus involucratus,oncostylus involucratus,Hierba,herbacea,nativa,True,Geum involucratum,False
Geum parviflorum,geum parviflorum,Hierba,herbacea,nativa,True,Geum involucratum,False
Oncostylus lechlerianus,oncostylus lechlerianus,Hierba,herbacea,endemica,True,Geum lechlerianum,False
Alchemilla calchaquina,alchemilla calchaquina,Hierba,herbacea,nativa,True,Lachemilla pinnata,False
Alchemilla pinnata,alchemilla pinnata,Hierba,herbacea,nativa,True,Lachemilla pinnata,False
Alchemilla alata,alchemilla alata,Hierba,herbacea,nativa,True,Lachemilla pinnata,False
Aphanes alata,aphanes alata,Hierba,herbacea,nativa,True,Lachemilla pinnata,False
Aphanes pinnata,aphanes pinnata,Hierba,herbacea,nativa,True,Lachemilla pinnata,False
Zygalchemilla pinnata,zygalchemilla pinnata,Hierba,herbacea,nativa,True,Lachemilla pinnata,False
Geum chiloense,geum chiloense,Hierba,herbacea,nativa,True,Geum magellanicum,False
Geum coccineum,geum coccineum,Hierba,herbacea,endemica,True,Geum quellyon,False
Geum grandiflorum,geum grandiflorum,Hierba,herbacea,endemica,True,Geum quellyon,False
Alchemilla sandiensis,alchemilla sandiensis,Hierba,herbacea,endemica,True,Lachemilla sandiensis,False
Kageneckia crataegoides,kageneckia crataegoides,Árbol,lenosa,endemica,True,Kageneckia oblonga,False
Kageneckia crataegifolia,kageneckia crataegifolia,Árbol,lenosa,endemica,True,Kageneckia oblonga,False
Kageneckia ovata,kageneckia ovata,Árbol,lenosa,endemica,True,Kageneckia oblonga,False
Lydaea lyday,lydaea lyday,Árbol,lenosa,endemica,True,Kageneckia oblonga,False
Empetrum pinnatum,empetrum pinnatum,Arbusto o subarbusto,lenosa,nativa,True,Margyricarpus pinnatus,False
Margyricarpus setosus,margyricarpus setosus,Arbusto o subarbusto,lenosa,nativa,True,Margyricarpus pinnatus,False
Margyricarpus imberbis,margyricarpus imberbis,Arbusto o subarbusto,lenosa,nativa,True,Margyricarpus pinnatus,False
Alchemilla diplophylla,alchemilla diplophylla,Hierba,herbacea,nativa,True,Lachemilla diplophylla,False
Polylepis tenuiruga,polylepis tenuiruga,Árbol,lenosa,nativa,True,Polylepis rugulosa,False
Margyricarpus acanthocarpus,margyricarpus acanthocarpus,Subarbusto,lenosa,nativa,True,Tetraglochin acanthocarpum,False
Tetraglochin acanthocarpus,tetraglochin acanthocarpus,Subarbusto,lenosa,nativa,True,Tetraglochin acanthocarpum,False
Margyricarpus alatus,margyricarpus alatus,Arbusto,lenosa,nativa,True,Tetraglochin alatum,False
Tetraglochin strictum,tetraglochin strictum,Arbusto,lenosa,nativa,True,Tetraglochin alatum,False
Tetraglochin microphyllum,tetraglochin microphyllum,Arbusto,lenosa,nativa,True,Tetraglochin alatum,False
Margyricarpus strictus,margyricarpus strictus,Arbusto,lenosa,nativa,True,Tetraglochin alatum,False
Margyricarpus cristatus,margyricarpus cristatus,Arbusto o subarbusto,lenosa,nativa,True,Tetraglochin cristatum,False
Cruckshanksia capitata,cruckshanksia capitata,Hierba,herbacea,endemica,True,Cruckshanksia montiana,False
Cruckshanksia densifolia,cruckshanksia densifolia,Hierba,herbacea,endemica,True,Cruckshanksia montiana,False
Oreopolus palmae,oreopolus palmae,Hierba,herbacea,nativa,True,Cruckshanksia palmae,False
Psychotria pyrifolia,psychotria pyrifolia,Árbol,lenosa,endemica,True,Coprosma pyrifolia,False
Cruckshanksia bustillosii,cruckshanksia bustillosii,Hierba,herbacea,nativa,True,Cruckshanksia hymenodon,False
Rotheria lanceolata,rotheria lanceolata,Hierba,herbacea,nativa,True,Cruckshanksia hymenodon,False
Oreopolus macranthus,oreopolus macranthus,Hierba,herbacea,endemica,True,Cruckshanksia macrantha,False
Cruckshanksia paradoxa,cruckshanksia paradoxa,Hierba,herbacea,endemica,True,Cruckshanksia verticillata,False
Galium debile,galium debile,Hierba,herbacea,nativa,True,Galium antarcticum,False
Galium trifidum,galium trifidum,Hierba,herbacea,nativa,True,Galium antarcticum,False
Galium diffusum,galium diffusum,Hierba,herbacea,endemica,True,Galium diffusoramosum,False
Galium brevifolium,galium brevifolium,Subarbusto,lenosa,nativa,True,Galium eriocarpum,False
Galium philippii,galium philippii,Subarbusto,lenosa,nativa,True,Galium eriocarpum,False
Galium lanatum,galium lanatum,Hierba,herbacea,nativa,True,Galium gilliesii,False
Galium telanthos,galium telanthos,Hierba,herbacea,nativa,True,Galium gilliesii,False
Galium volckmanni,galium volckmanni,Hierba,herbacea,nativa,True,Galium gilliesii,False
Galium chonoense,galium chonoense,Hierba,herbacea,nativa,True,Galium magellanicum,False
Galium nigricans,galium nigricans,Hierba,herbacea,nativa,True,Galium magellanicum,False
Galium forsteri,galium forsteri,Hierba,herbacea,nativa,True,Galium magellanicum,False
Galium valdivianum,galium valdivianum,Hierba,herbacea,nativa,True,Galium magellanicum,False
Galium dasycarpon,galium dasycarpon,Subarbusto,lenosa,endemica,True,Galium philippianum,False
Galium andinum,galium andinum,Subarbusto,lenosa,nativa,True,Galium suffruticosum,False
Galium peteroanum,galium peteroanum,Subarbusto,lenosa,nativa,True,Galium suffruticosum,False
Rubia margaritifera,rubia margaritifera,Subarbusto,lenosa,nativa,True,Galium suffruticosum,False
Galium chamissonis,galium chamissonis,Hierba,herbacea,endemica,True,Galium trichocarpum,False
Galium lasiocarpum,galium lasiocarpum,Hierba,herbacea,endemica,True,Galium trichocarpum,False
Galium scandens,galium scandens,Hierba,herbacea,endemica,True,Galium trichocarpum,False
Galium laxum,galium laxum,Hierba,herbacea,endemica,True,Galium trichocarpum,False
Hedyotis brachypetala,hedyotis brachypetala,Hierba,herbacea,endemica,True,Oldenlandia brachypetala,False
Hedyotis minuta,hedyotis minuta,Hierba,herbacea,endemica,True,Oldenlandia brachypetala,False
Anotis salzmannii,anotis salzmannii,Hierba,herbacea,nativa,True,Oldenlandia salzmannii,False
Hedyotis salzmannii,hedyotis salzmannii,Hierba,herbacea,nativa,True,Oldenlandia salzmannii,False
Oldenlandia uniflora,oldenlandia uniflora,Hierba,herbacea,nativa,True,Oldenlandia salzmannii,False
Hedyotis uniflora,hedyotis uniflora,Hierba,herbacea,nativa,True,Oldenlandia salzmannii,False
Hedyotis pilosa,hedyotis pilosa,Hierba,herbacea,nativa,True,Oldenlandia salzmannii,False
Hedyotis chiloensis,hedyotis chiloensis,Hierba,herbacea,nativa,True,Oldenlandia salzmannii,False
Hedyotis inconspicua,hedyotis inconspicua,Hierba,herbacea,nativa,True,Oldenlandia salzmannii,False
Galium hypnoides,galium hypnoides,Hierba,herbacea,endemica,True,Galium werdermannii,False
Galium closianum,galium closianum,Hierba,herbacea,endemica,True,Galium werdermannii,False
Nertera arnottiana,nertera arnottiana,Hierba,herbacea,nativa,True,Leptostigma arnottianum,False
Hedyotis repens,hedyotis repens,Hierba,herbacea,nativa,True,Leptostigma arnottianum,False
Coprosma calycina,coprosma calycina,Hierba,herbacea,nativa,True,Leptostigma arnottianum,False
Cruckshanksia glacialis,cruckshanksia glacialis,Hierba,herbacea,nativa,True,Oreopolus glacialis,False
Oreopolus patagonicus,oreopolus patagonicus,Hierba,herbacea,nativa,True,Oreopolus glacialis,False
Cruckshanksia patagonica,cruckshanksia patagonica,Hierba,herbacea,nativa,True,Oreopolus glacialis,False
Oreopolus citrinus,oreopolus citrinus,Hierba,herbacea,nativa,True,Oreopolus glacialis,False
Oreocaryon nivalis,oreocaryon nivalis,Hierba,herbacea,nativa,True,Oreopolus glacialis,False
Gomozia granadensis,gomozia granadensis,Hierba,herbacea,introducida,True,Nertera granadensis,False
Nertera depressa,nertera depressa,Hierba,herbacea,introducida,True,Nertera granadensis,False
Cunina sanfuentesii,cunina sanfuentesii,Hierba,herbacea,introducida,True,Nertera granadensis,False
Zanthoxylum externum,zanthoxylum externum,Árbol,lenosa,endemica,True,Fagara externa,False
Azara tomentosa,azara tomentosa,Arbusto,lenosa,endemica,True,Azara dentata,False
Zanthoxylum mayu,zanthoxylum mayu,Árbol,lenosa,endemica,True,Fagara mayu,False
Zanthoxylon mayu,zanthoxylon mayu,Árbol,lenosa,endemica,True,Fagara mayu,False
Xanthoxylon mayu,xanthoxylon mayu,Árbol,lenosa,endemica,True,Fagara mayu,False
Galvezia punctata,galvezia punctata,Árbol,lenosa,endemica,True,Pitavia punctata,False
Azara sparsiflora,azara sparsiflora,Arbusto o árbol pequeño,lenosa,endemica,True,Azara celastrina,False
Azara lilen,azara lilen,Arbusto o árbol pequeño,lenosa,endemica,True,Azara celastrina,False
Azara chiloensis,azara chiloensis,Arbusto o árbol pequeño,lenosa,nativa,True,Azara lanceolata,False
Azara brumalis,azara brumalis,Arbusto o árbol pequeño,lenosa,nativa,True,Azara lanceolata,False
Azara borealis,azara borealis,Arbusto o árbol pequeño,lenosa,nativa,True,Azara microphylla,False
Azara valdiviae,azara valdiviae,Arbusto o árbol pequeño,lenosa,nativa,True,Azara microphylla,False
Myrtophyllum chilense,myrtophyllum chilense,Arbusto o árbol pequeño,lenosa,nativa,True,Azara microphylla,False
Azara gilliesii,azara gilliesii,Arbusto o árbol pequeño,lenosa,endemica,True,Azara petiolaris,False
Quillaja petiolaris,quillaja petiolaris,Arbusto o árbol pequeño,lenosa,endemica,True,Azara petiolaris,False
Azara crassifolia,azara crassifolia,Arbusto o árbol pequeño,lenosa,endemica,True,Azara petiolaris,False
Azara gilliesi,azara gilliesi,Arbusto o árbol pequeño,lenosa,endemica,True,Azara petiolaris,False
Azara fernandeziana,azara fernandeziana,Arbusto,lenosa,endemica,True,Azara serrata,False
Azara umbellata,azara umbellata,Arbusto o árbol pequeño,lenosa,endemica,True,Azara serrata,False
Azara dubia,azara dubia,Arbusto o árbol pequeño,lenosa,endemica,True,Azara serrata,False
Azara bergii,azara bergii,Arbusto o árbol pequeño,lenosa,endemica,True,Azara serrata,False
Azara subandina,azara subandina,Arbusto o árbol pequeño,lenosa,endemica,True,Azara serrata,False
Lepidoceras kingii,lepidoceras kingii,Arbusto parásito,lenosa,endemica,True,Lepidoceras chilense,False
Lepidoceras dombei,lepidoceras dombei,Arbusto parásito,lenosa,endemica,True,Lepidoceras chilense,False
Lepidoceras squamifer,lepidoceras squamifer,Arbusto parásito,lenosa,endemica,True,Lepidoceras chilense,False
Myrtobium microphyllum,myrtobium microphyllum,Arbusto parásito,lenosa,endemica,True,Lepidoceras chilense,False
Viscum chilense,viscum chilense,Arbusto parásito,lenosa,endemica,True,Lepidoceras chilense,False
Salix chilensis,salix chilensis,Árbol,lenosa,nativa,True,Salix humboldtiana,False
Salix magellanica,salix magellanica,Árbol,lenosa,nativa,True,Salix humboldtiana,False
Valenzuelia trinervis,valenzuelia trinervis,Arbusto,lenosa,nativa,True,Guindilia trinervis,False
Amirola glandulosa,amirola glandulosa,Arbusto,lenosa,endemica,True,Llagunoa glandulosa,False
Orbignya trifolia,orbignya trifolia,Arbusto,lenosa,endemica,True,Llagunoa glandulosa,False
Achras lucuma,achras lucuma,Árbol,lenosa,nativa,True,Pouteria lucuma,False
Richardella lucuma,richardella lucuma,Árbol,lenosa,nativa,True,Pouteria lucuma,False
Lucuma valparadisea,lucuma valparadisea,Arbusto o árbol pequeño,lenosa,endemica,True,Pouteria splendens,False
Lucuma splendens,lucuma splendens,Arbusto o árbol pequeño,lenosa,endemica,True,Pouteria splendens,False
Gayella valparadisaea,gayella valparadisaea,Arbusto o árbol pequeño,lenosa,endemica,True,Pouteria splendens,False
Vitellaria valparadisaea,vitellaria valparadisaea,Arbusto o árbol pequeño,lenosa,endemica,True,Pouteria splendens,False
Gayella splendens,gayella splendens,Arbusto o árbol pequeño,lenosa,endemica,True,Pouteria splendens,False
Saxifraga cordillerana,saxifraga cordillerana,Hierba,herbacea,nativa,True,Saxifraga magellanica,False
Saxifraga bicuspidata,saxifraga bicuspidata,Hierba,herbacea,nativa,True,Saxifragella bicuspidata,False
Saxifraga albowiana,saxifraga albowiana,Hierba,herbacea,nativa,True,Saxifragodes albowiana,False
Saxifragella albowiana,saxifragella albowiana,Hierba,herbacea,nativa,True,Saxifragodes albowiana,False
Arjona andina,arjona andina,Hierba,herbacea,nativa,True,Arjona patagonica,False
