run_id,target,kfold5_block20,kfold5_random,kfold5_window,gap_vs_owner,gap_vs_block20
RF01_lsp-topo-area_nbr,hill_q0,0.5319096004846039,0.6938660461438978,0.641521099171491,0.05234494697240677,0.1619564456592939
B03_coords,pcoa1_pa,0.2292871141964874,0.5638694375361785,0.512682424712478,0.05118701282370042,0.33458232333969107
RF01_lsp-topo-area_evi,pcoa2_cover,0.1386952329815604,0.3212099703057678,0.2705786790915248,0.050631291214243035,0.18251473732420742
B01_topo-area,lcbd_pa,0.2477049325103882,0.4457623458942875,0.3961500362297983,0.04961230966448921,0.1980574133838993
RF01_lsp-topo-area_savi,hill_q1,0.1217623568991531,0.3639411775990313,0.314361645112676,0.04957953248635527,0.24217882069987817
RF01_lsp-topo-area_savi,pcoa2_pa,0.3274599275443273,0.4789564666971621,0.4296721041439179,0.0492843625532442,0.15149653915283479
RF01_lsp-topo-area_savi,pcoa2_cover,0.1256318668261874,0.3232840716779311,0.274931511585708,0.04835256009222311,0.1976522048517437
RF01_lsp-topo-area_kndvi,lcbd_cover,0.1634354266399236,0.3249074315174351,0.2768328955939658,0.04807453592346933,0.1614720048775115
RF01_lsp-topo-area_evi,pcoa2_pa,0.3338598000133045,0.4833582935988752,0.435718603774355,0.047639689824520215,0.1494984935855707
RF01_lsp-topo-area_evi,lcbd_cover,0.2130589021822264,0.3485927709411102,0.3011703529653717,0.047422417975738484,0.1355338687588838
B01_topo-area,pcoa1_pa,0.2387057819133816,0.4618468515698026,0.415276814992551,0.04657003657725162,0.223141069656421
RF03_curve-topo-area_nbr,pcoa1_pa,0.4765022515343185,0.6015196791860401,0.5561012849464779,0.045418394239562176,0.12501742765172158
RF01_lsp-topo-area_nbr,pcoa1_cover,0.2962375148932244,0.4228513143787032,0.3778520333512046,0.04499928102749862,0.1266137994854788
RF03_curve-topo-area_kndvi,lcbd_cover,0.2079602463698623,0.3319324196117192,0.2876587589883077,0.04427366062341154,0.12397217324185691
RF03_curve-topo-area_nbr,hill_q0,0.4750902415280435,0.6971563750770574,0.6529228117008623,0.044233563376195106,0.2220661335490139
RF06_curve_all-topo-area,pcoa1_pa,0.4931914823801915,0.6070279274079833,0.5629748333926732,0.0440530940153101,0.11383644502779178
B01_topo-area,pcoa2_pa,0.1706747359399764,0.3590857561762946,0.3151606667114773,0.043925089464817324,0.18841102023631823
B01_topo-area,pcoa2_cover,0.1010700464958296,0.230806899241775,0.1879566189063486,0.0428502803354264,0.1297368527459454
RF01_lsp-topo-area_nbr,lcbd_pa,0.3321158113252529,0.5138464608689397,0.4718823790248169,0.041964081844122814,0.18173064954368678
RF01_lsp-topo-area_evi,pcoa1_pa,0.4634202760078101,0.5895292404229887,0.5476009092006487,0.041928331222339965,0.1261089644151786
RF01_lsp-topo-area_evi,hill_q1,0.1318722103619047,0.3689824289762746,0.3271535744896721,0.04182885448660251,0.2371102186143699
B03_coords,pcoa1_cover,0.0857450325963999,0.4150360425804013,0.3733758827561272,0.04166015982427407,0.3292910099840014
RF01_lsp-topo-area_evi,lcbd_pa,0.3232194346415695,0.5117974149698239,0.4704065990471799,0.041390815922643986,0.1885779803282544
RF06_curve_all-topo-area,pcoa2_pa,0.3291127272289219,0.531812709200273,0.4904938082345042,0.04131890096576879,0.20269998197135114
RF01_lsp-topo-area_nbr,pcoa1_pa,0.4868079422099287,0.591297838227396,0.5500199889036321,0.04127784932376388,0.10448989601746733
B03_coords,hill_q2,0.2047932758543661,0.4138940975703864,0.3726828415665939,0.041211256003792496,0.20910082171602032
RF01_lsp-topo-area_savi,lcbd_pa,0.3130624649799949,0.5058782303642456,0.4649307199694146,0.04094751039483102,0.19281576538425071
RF01_lsp-topo-area_savi,lcbd_cover,0.2010407709896906,0.3379687588447512,0.297037581372188,0.040931177472563196,0.1369279878550606
RF06_curve_all-topo-area,hill_q2,0.159813511854558,0.3449742730107861,0.304357544515966,0.040616728494820065,0.1851607611562281
RF01_lsp-topo-area_ndvi,pcoa1_pa,0.468551839888627,0.5931387489574869,0.5525543336284157,0.0405844153290712,0.12458690906885989
RF03_curve-topo-area_ndvi,lcbd_cover,0.2056056931771424,0.3287986187023837,0.2884924180256,0.0403062006767837,0.1231929255252413
RF06_curve_all-topo-area,hill_q1,0.1372113677152353,0.4332512741392932,0.3933853384751737,0.0398659356641195,0.2960399064240579
RF03_curve-topo-area_nbr,pcoa2_pa,0.3272910275029197,0.515611361603201,0.4761350269651709,0.039476334638030075,0.18832033410028126
RF01_lsp-topo-area_ndvi,lcbd_cover,0.1432445795890468,0.3171591711059299,0.2778672093267449,0.03929196177918498,0.1739145915168831
RF03_curve-topo-area_nbr,lcbd_pa,0.3090882587141648,0.498011714631384,0.4588059553074579,0.039205759323926115,0.1889234559172192
C2D11_pxcube_kndvi,pcoa1_cover,0.1783365382706924,0.2666653186635548,0.2282095681347354,0.038455750528819416,0.0883287803928624
RF03_curve-topo-area_evi,hill_q1,0.1254577675117592,0.4257952637910147,0.3874557036940252,0.03833956009698947,0.3003374962792555
RF03_curve-topo-area_savi,hill_q1,0.1264801370059474,0.4224805555646069,0.3842755396730187,0.0382050158915882,0.2960004185586595
