site_id,X,Y,lon,lat,year,win_start,win_end,cell,n_obs_center,n_obs_mean5x5,max_doy_gap,mean_doy_gap,frac_valid_px,n_obs_per_year,n_years_with_obs,patch_y,patch_x,sensors,error
LT0412,278436.0000000012,5012184.999999995,-71.8116274548036,-45.0091673699421,2019,2017.0,2019.0,56_1002,53.0,67.0,31.0,5.363636363636363,0.205020920502092,"{""2017"": 22, ""2018"": 24, ""2019"": 21}",3.0,5.0,5.0,"landsat7,landsat8",
LT0548,277872.00000000326,5156509.999999999,-71.7571808418042,-43.7111820613561,2019,2017.0,2019.0,56_1031,54.0,76.0,20.0,4.64,0.2309523809523809,"{""2017"": 25, ""2018"": 29, ""2019"": 22}",3.0,5.0,5.0,"landsat7,landsat8",
LT0549,280792.9999999965,5157723.0,-71.7204704919946,-43.7011410914632,2017,2015.0,2017.0,56_1032,75.0,91.0,20.0,3.911111111111111,0.2946875,"{""2015"": 34, ""2016"": 36, ""2017"": 21}",3.0,5.0,5.0,"landsat7,landsat8",
LT0550,280725.0000000012,5158715.999999996,-71.7209093084238,-43.6921901488113,2019,2017.0,2019.0,56_1032,60.0,72.0,27.0,4.859154929577465,0.2333333333333333,"{""2017"": 24, ""2018"": 23, ""2019"": 25}",3.0,5.0,5.0,"landsat7,landsat8",
LT0559,279861.00000000186,5170747.999999999,-71.7267168529679,-43.5837205261331,2018,2016.0,2018.0,56_1034,96.0,109.0,19.0,3.305555555555556,0.3951219512195122,"{""2016"": 38, ""2017"": 34, ""2018"": 37}",3.0,5.0,5.0,"landsat7,landsat8",
LT1167,279868.0000000001,5616581.999999998,-71.5627912101818,-39.5722287180976,2017,2015.0,2017.0,56_1123,88.0,103.0,25.0,3.5686274509803924,0.331875,"{""2015"": 36, ""2016"": 38, ""2017"": 29}",3.0,5.0,5.0,"landsat7,landsat8",
LT1168,279677.00000000093,5617626.0,-71.564666294387,-39.5627821823692,2017,2015.0,2017.0,56_1124,84.0,93.0,25.0,3.8260869565217392,0.3275,"{""2015"": 28, ""2016"": 34, ""2017"": 31}",3.0,5.0,5.0,"landsat7,landsat8",
LT1209,280915.000000002,5631651.999999996,-71.5456558514125,-39.4368420432296,2013,2011.0,2013.0,56_1126,68.0,77.0,17.0,4.776315789473684,0.4286451612903226,"{""2011"": 25, ""2012"": 19, ""2013"": 33}",3.0,5.0,5.0,"landsat5,landsat7,landsat8",
LT1203,279066.9999999997,5628554.999999998,-71.5681331581634,-39.4642481818848,2015,2013.0,2015.0,56_1126,91.0,100.0,19.0,3.646464646464647,0.3904761904761905,"{""2013"": 32, ""2014"": 33, ""2015"": 35}",3.0,5.0,5.0,"landsat7,landsat8",
LT1211,277769.9999999992,5632530.000000001,-71.5818726949501,-39.4281334442624,2015,2013.0,2015.0,56_1127,87.0,102.0,19.0,3.5643564356435644,0.3795670995670995,"{""2013"": 29, ""2014"": 38, ""2015"": 35}",3.0,5.0,5.0,"landsat7,landsat8",
LT1325,279987.9999999997,5706701.999999996,-71.5321186857338,-38.7609832925564,2014,2012.0,2014.0,56_1141,59.0,82.0,37.0,4.444444444444445,0.3339890710382514,"{""2012"": 20, ""2013"": 29, ""2014"": 33}",3.0,5.0,5.0,"landsat7,landsat8",
LT1353,280914.99999999994,5721889.999999995,-71.5166608619474,-38.6244747563743,2014,2012.0,2014.0,56_1144,88.0,96.0,18.0,3.778947368421053,0.4620765027322404,"{""2012"": 25, ""2013"": 34, ""2014"": 37}",3.0,5.0,5.0,"landsat7,landsat8",
LT1372,280457.99999999563,5728821.0,-71.5197222109834,-38.5619602732287,2014,2012.0,2014.0,56_1146,88.0,96.0,20.0,3.8105263157894735,0.447431693989071,"{""2012"": 25, ""2013"": 38, ""2014"": 33}",3.0,5.0,5.0,"landsat7,landsat8",
LT1366,281546.9999999983,5727876.999999997,-71.5075302262458,-38.5707277525143,2017,2015.0,2017.0,56_1146,90.0,98.0,46.0,3.752577319587629,0.34796875,"{""2015"": 40, ""2016"": 31, ""2017"": 27}",3.0,5.0,5.0,"landsat7,landsat8",
LT1371,281384.000000003,5728832.999999996,-71.5091000578423,-38.5620804507577,2017,2015.0,2017.0,56_1146,94.0,111.0,21.0,3.309090909090909,0.37046875,"{""2015"": 42, ""2016"": 34, ""2017"": 35}",3.0,5.0,5.0,"landsat7,landsat8",
LT1388,278202.9999999986,5732679.999999995,-71.5443544381369,-38.5266573317274,2017,2015.0,2017.0,56_1147,108.0,119.0,25.0,3.0847457627118646,0.42171875,"{""2015"": 40, ""2016"": 44, ""2017"": 35}",3.0,5.0,5.0,"landsat7,landsat8",
LT1395,278079.0000000029,5734651.999999996,-71.5451499626426,-38.5088721357513,2017,2015.0,2017.0,56_1147,110.0,122.0,25.0,3.008264462809917,0.42421875,"{""2015"": 43, ""2016"": 42, ""2017"": 37}",3.0,5.0,5.0,"landsat7,landsat8",
LT1408,281735.99999999924,5739901.999999996,-71.5016106123528,-38.4625073303298,2016,2014.0,2016.0,56_1148,90.0,109.0,27.0,3.342592592592593,0.363794466403162,"{""2014"": 32, ""2015"": 40, ""2016"": 37}",3.0,5.0,5.0,"landsat7,landsat8",
LT1457,282107.00000000163,5764984.999999998,-71.4896133544335,-38.2367555313114,2014,2012.0,2014.0,56_1153,86.0,97.0,27.0,3.7395833333333335,0.4181818181818181,"{""2012"": 23, ""2013"": 39, ""2014"": 35}",3.0,5.0,5.0,"landsat7,landsat8",
LT1468,279858.00000000047,5768849.000000002,-71.514089136514,-38.2014168744816,2016,2014.0,2016.0,56_1154,104.0,124.0,43.0,2.934959349593496,0.38,"{""2014"": 37, ""2015"": 45, ""2016"": 42}",3.0,5.0,5.0,"landsat7,landsat8",
LT1470,281829.00000000256,5769026.000000002,-71.4915451049121,-38.2003028932096,2016,2014.0,2016.0,56_1154,89.0,105.0,79.0,3.5,0.3377272727272727,"{""2014"": 30, ""2015"": 37, ""2016"": 38}",3.0,5.0,5.0,"landsat7,landsat8",
LT1481,282451.000000002,5775013.000000002,-71.4826173762113,-38.1465455612989,2016,2014.0,2016.0,56_1155,93.0,114.0,23.0,3.2123893805309733,0.3609160305343511,"{""2014"": 37, ""2015"": 40, ""2016"": 37}",3.0,5.0,5.0,"landsat7,landsat8",
LT1520,279375.99999999965,5791851.000000001,-71.5124831206163,-37.9941879990002,2013,2011.0,2013.0,56_1158,86.0,93.0,14.0,3.945652173913044,0.5065868263473053,"{""2011"": 32, ""2012"": 25, ""2013"": 36}",3.0,5.0,5.0,"landsat5,landsat7,landsat8",
LT1511,278553.9999999976,5788789.999999997,-71.5227806749329,-38.0215493562906,2017,2015.0,2017.0,56_1158,117.0,131.0,20.0,2.8,0.4508812260536398,"{""2015"": 47, ""2016"": 47, ""2017"": 37}",3.0,5.0,5.0,"landsat7,landsat8",
LT1541,279698.0000000037,5801817.000000003,-71.5057677328001,-37.9045291355695,2017,2015.0,2017.0,56_1160,113.0,129.0,13.0,2.84375,0.4347692307692308,"{""2015"": 44, ""2016"": 45, ""2017"": 40}",3.0,5.0,5.0,"landsat7,landsat8",
LT1570,279996.9999999959,5812899.999999998,-71.4989965644668,-37.8048044012149,2017,2015.0,2017.0,56_1163,105.0,121.0,30.0,3.033333333333333,0.4111196911196911,"{""2015"": 36, ""2016"": 49, ""2017"": 36}",3.0,5.0,5.0,"landsat7,landsat8",
LT1578,278762.00000000064,5816863.000000002,-71.5118035867198,-37.7688210679923,2017,2015.0,2017.0,56_1163,118.0,135.0,17.0,2.716417910447761,0.4540540540540541,"{""2015"": 46, ""2016"": 47, ""2017"": 42}",3.0,5.0,5.0,"landsat7,landsat8",
LT1586,281625.000000001,5819028.0,-71.4786759282398,-37.7500138375709,2017,2015.0,2017.0,56_1164,109.0,131.0,16.0,2.776923076923077,0.4244015444015444,"{""2015"": 42, ""2016"": 48, ""2017"": 41}",3.0,5.0,5.0,"landsat7,landsat8",
LT1608,278474.0000000021,5836856.000000005,-71.5089963293962,-37.5887202053091,2019,2017.0,2019.0,56_1167,100.0,113.0,28.0,3.25,0.4222978723404255,"{""2017"": 35, ""2018"": 44, ""2019"": 34}",3.0,5.0,5.0,"landsat7,landsat8",
LT1615,282197.99999999744,5841097.999999996,-71.4655941965185,-37.5514090112348,2019,2017.0,2019.0,56_1168,131.0,145.0,17.0,2.5277777777777777,0.506875,"{""2017"": 42, ""2018"": 53, ""2019"": 50}",3.0,5.0,5.0,"landsat7,landsat8",
LT1639,278740.9999999981,5863914.999999994,-71.4978494392773,-37.3451153724093,2013,2011.0,2013.0,56_1173,52.0,61.0,26.0,6.05,0.4699065420560748,"{""2011"": 16, ""2012"": 21, ""2013"": 24}",3.0,5.0,5.0,"landsat5,landsat7,landsat8",
LT1652,281106.9999999992,5874081.000000004,-71.4681666054179,-37.2541254937875,2013,2011.0,2013.0,56_1175,60.0,67.0,19.0,5.5,0.5225454545454545,"{""2011"": 17, ""2012"": 22, ""2013"": 28}",3.0,5.0,5.0,"landsat5,landsat7,landsat8",
LT1681,281205.999999995,5904126.000000004,-71.4582815806581,-36.9835664639724,2013,2011.0,2013.0,56_1181,45.0,53.0,22.0,6.980769230769231,0.5580722891566265,"{""2011"": 15, ""2012"": 15, ""2013"": 23}",3.0,5.0,5.0,"landsat5,landsat7,landsat8",
LT1692,280641.9999999986,5913109.000000002,-71.462007115882,-36.9025327386661,2017,2015.0,2017.0,56_1183,66.0,71.0,54.0,5.142857142857143,0.5259375,"{""2015"": 24, ""2016"": 28, ""2017"": 19}",3.0,5.0,5.0,"landsat7,landsat8",
LT1712,277656.999999996,5940797.000000006,-71.4874057976811,-36.6524696385017,2017,2015.0,2017.0,56_1188,61.0,72.0,19.0,5.070422535211268,0.5061290322580645,"{""2015"": 24, ""2016"": 27, ""2017"": 21}",3.0,5.0,5.0,"landsat7,landsat8",
LT1728,282375.00000000023,5965276.000000002,-71.4277600939261,-36.4330779064343,2014,2012.0,2014.0,56_1193,58.0,66.0,19.0,5.461538461538462,0.5916831683168317,"{""2012"": 16, ""2013"": 22, ""2014"": 28}",3.0,5.0,5.0,"landsat7,landsat8",
LT1735,279942.9999999969,5972142.000000005,-71.4529228302273,-36.3706808768413,2014,2012.0,2014.0,56_1194,63.0,65.0,27.0,5.546875,0.6265346534653465,"{""2012"": 14, ""2013"": 24, ""2014"": 27}",3.0,5.0,5.0,"landsat7,landsat8",
LT1729,281042.0000000016,5968102.999999996,-71.4418206842063,-36.4073115970415,2015,2013.0,2015.0,56_1194,78.0,78.0,13.0,4.675324675324675,0.6249180327868853,"{""2013"": 22, ""2014"": 28, ""2015"": 28}",3.0,5.0,5.0,"landsat7,landsat8",
LT1733,280997.9999999991,5971146.000000002,-71.4414531717585,-36.3798928366941,2015,2013.0,2015.0,56_1194,70.0,75.0,16.0,4.824324324324325,0.5754098360655737,"{""2013"": 22, ""2014"": 27, ""2015"": 26}",3.0,5.0,5.0,"landsat7,landsat8",
LT1744,282318.9999999979,5982263.000000006,-71.4236333351832,-36.2800581511954,2013,2011.0,2013.0,56_1196,52.0,57.0,19.0,6.482142857142857,0.6209756097560976,"{""2011"": 19, ""2012"": 14, ""2013"": 24}",3.0,5.0,5.0,"landsat5,landsat7,landsat8",
LT1762,279086.99999999814,6002123.0,-71.4539975451135,-36.1004377073673,2014,2012.0,2014.0,56_1200,66.0,66.0,27.0,5.584615384615384,0.6534653465346535,"{""2012"": 13, ""2013"": 24, ""2014"": 29}",3.0,5.0,5.0,"landsat7,landsat8",
LT1775,280409.99999999674,6013218.0,-71.4362296636308,-36.0007974623479,2012,2010.0,2012.0,56_1203,51.0,52.0,29.0,7.117647058823529,0.7111111111111111,"{""2010"": 21, ""2011"": 17, ""2012"": 14}",3.0,5.0,5.0,"landsat5,landsat7",
LT1787,280541.0000000026,6023367.999999999,-71.4319715903245,-35.9093972026051,2013,2011.0,2013.0,56_1205,49.0,50.0,27.0,7.408163265306122,0.608780487804878,"{""2011"": 16, ""2012"": 13, ""2013"": 21}",3.0,5.0,5.0,"landsat5,landsat7,landsat8",
LT1848,277844.9999999956,6102981.000000006,-71.4399835249785,-35.1916069809741,2013,2011.0,2013.0,56_1221,44.0,47.0,32.0,7.891304347826087,0.4997701149425287,"{""2011"": 19, ""2012"": 12, ""2013"": 16}",3.0,5.0,5.0,"landsat5,landsat7,landsat8",
LT1869,278826.0000000034,6138236.999999998,-71.4198313533863,-34.8741918045389,2016,2014.0,2016.0,56_1228,73.0,81.0,16.0,4.5375,0.5925806451612903,"{""2014"": 26, ""2015"": 26, ""2016"": 29}",3.0,5.0,5.0,"landsat7,landsat8",
LT1957,281515.00000000105,6313588.000000002,-71.3464124460355,-33.2946741025937,2013,2011.0,2013.0,56_1263,84.0,91.0,20.0,4.044444444444444,0.5562416107382551,"{""2011"": 33, ""2012"": 23, ""2013"": 35}",3.0,5.0,5.0,"landsat5,landsat7,landsat8",
LT1963,278232.99999999907,6318412.999999996,-71.3804522001732,-33.2505200722548,2014,2012.0,2014.0,56_1264,101.0,114.0,17.0,3.221238938053097,0.5604444444444444,"{""2012"": 24, ""2013"": 38, ""2014"": 52}",3.0,5.0,5.0,"landsat7,landsat8",
LT1965,280115.99999999814,6320474.999999998,-71.3597553832223,-33.2323217668317,2014,2012.0,2014.0,56_1264,87.0,100.0,14.0,3.676767676767677,0.4797777777777778,"{""2012"": 22, ""2013"": 31, ""2014"": 47}",3.0,5.0,5.0,"landsat7,landsat8",
LT1973,277775.9999999995,6326384.999999997,-71.3834044139536,-33.1785805850561,2014,2012.0,2014.0,56_1265,91.0,101.0,17.0,3.64,0.5073333333333333,"{""2012"": 21, ""2013"": 36, ""2014"": 44}",3.0,5.0,5.0,"landsat7,landsat8",
LT2008,278372.99999999953,6457517.000000001,-71.3459961875237,-31.9967728423043,2014,2012.0,2014.0,56_1292,134.0,142.0,14.0,2.5815602836879434,0.6584,"{""2012"": 30, ""2013"": 52, ""2014"": 60}",3.0,5.0,5.0,"landsat7,landsat8",
LT2011,279785.00000000343,6468631.999999998,-71.3285305805824,-31.8968531460877,2015,2013.0,2015.0,56_1294,115.0,128.0,13.0,2.8661417322834644,0.4677551020408163,"{""2013"": 35, ""2014"": 48, ""2015"": 45}",3.0,5.0,5.0,"landsat7,landsat8",
LT0237,279750.9999999965,4871965.000000004,-71.8584005397262,-46.2701472413194,2018,2016.0,2018.0,56_974,38.0,44.0,67.0,8.372093023255815,0.346551724137931,"{""2016"": 21, ""2017"": 13, ""2018"": 10}",3.0,5.0,5.0,"landsat7,landsat8",
LT0291,278337.0000000001,4919878.000000002,-71.8544334507534,-45.8389978608446,2016,2014.0,2016.0,56_984,54.0,59.0,37.0,6.155172413793103,0.43008,"{""2014"": 16, ""2015"": 23, ""2016"": 20}",3.0,5.0,5.0,"landsat7,landsat8",
LT0361,282380.00000000256,4972358.0,-71.7790216231884,-45.3684762250528,2015,2013.0,2015.0,56_994,62.0,72.0,28.0,5.0,0.2781308411214953,"{""2013"": 20, ""2014"": 25, ""2015"": 27}",3.0,5.0,5.0,"landsat7,landsat8",
LT0365,282340.00000000035,4973409.000000002,-71.7790687740062,-45.3590145269882,2015,2013.0,2015.0,56_995,59.0,71.0,31.0,5.071428571428571,0.2721495327102803,"{""2013"": 22, ""2014"": 22, ""2015"": 27}",3.0,5.0,5.0,"landsat7,landsat8",
LT0381,279590.00000000413,4983194.999999998,-71.8097836956143,-45.2701734374781,2019,2017.0,2019.0,56_997,46.0,54.0,48.0,6.566037735849057,0.1861157024793388,"{""2017"": 17, ""2018"": 21, ""2019"": 16}",3.0,5.0,5.0,"landsat7,landsat8",
LT0401,285235.9999999987,5000165.999999997,-71.7305792234645,-45.119328524129,2013,2011.0,2013.0,57_1000,48.0,59.0,32.0,6.224137931034483,0.3194594594594594,"{""2011"": 18, ""2012"": 15, ""2013"": 26}",3.0,5.0,5.0,"landsat5,landsat7,landsat8",
LT0408,282595.99999999686,5010489.999999995,-71.759631804272,-45.0256948156998,2013,2011.0,2013.0,57_1002,39.0,48.0,36.0,7.680851063829787,0.2483783783783783,"{""2011"": 15, ""2012"": 12, ""2013"": 21}",3.0,5.0,5.0,"landsat5,landsat7,landsat8",
LT0409,284343.9999999976,5010557.999999999,-71.7374397511269,-45.0256171790297,2019,2017.0,2019.0,57_1002,58.0,73.0,19.0,4.763888888888889,0.2476987447698744,"{""2017"": 23, ""2018"": 26, ""2019"": 24}",3.0,5.0,5.0,"landsat7,landsat8",
LT0443,285897.99999999924,5046822.000000006,-71.7024262076961,-44.7000000957612,2013,2011.0,2013.0,57_1009,31.0,43.0,55.0,8.523809523809524,0.2118120805369127,"{""2011"": 11, ""2012"": 12, ""2013"": 20}",3.0,5.0,5.0,"landsat5,landsat7,landsat8",
LT0444,286894.9999999993,5046897.999999995,-71.6898241313048,-44.6996136394961,2013,2011.0,2013.0,57_1009,30.0,40.0,57.0,9.256410256410255,0.2136912751677852,"{""2011"": 14, ""2012"": 10, ""2013"": 16}",3.0,5.0,5.0,"landsat5,landsat7,landsat8",
LT0467,285236.999999998,5055797.999999995,-71.7069990918786,-44.6190867601878,2014,2012.0,2014.0,57_1011,63.0,74.0,20.0,4.863013698630137,0.3363934426229508,"{""2012"": 14, ""2013"": 24, ""2014"": 36}",3.0,5.0,5.0,"landsat7,landsat8",
LT0553,282582.99999999744,5163112.000000002,-71.6961074230184,-43.6531986477599,2015,2013.0,2015.0,57_1033,63.0,81.0,23.0,4.4875,0.2770247933884298,"{""2013"": 25, ""2014"": 21, ""2015"": 35}",3.0,5.0,5.0,"landsat7,landsat8",
LT0555,284264.0000000001,5164952.000000003,-71.67454957099,-43.6371388150359,2015,2013.0,2015.0,57_1033,78.0,85.0,16.0,4.214285714285714,0.312396694214876,"{""2013"": 23, ""2014"": 27, ""2015"": 35}",3.0,5.0,5.0,"landsat7,landsat8",
LT0566,284035.00000000186,5209341.999999998,-71.6598262124818,-43.2378013602074,2018,2016.0,2018.0,57_1042,56.0,74.0,23.0,4.890410958904109,0.2333333333333333,"{""2016"": 33, ""2017"": 17, ""2018"": 24}",3.0,5.0,5.0,"landsat7,landsat8",
LT1164,284973.0000000027,5614948.000000001,-71.5039419389034,-39.588232842096,2013,2011.0,2013.0,57_1123,53.0,62.0,71.0,5.950819672131147,0.3348717948717948,"{""2011"": 17, ""2012"": 14, ""2013"": 31}",3.0,5.0,5.0,"landsat5,landsat7,landsat8",
LT1210,285863.0000000041,5631975.999999998,-71.4881101912766,-39.4351690910195,2017,2015.0,2017.0,57_1126,101.0,116.0,25.0,3.165217391304348,0.38890625,"{""2015"": 41, ""2016"": 40, ""2017"": 35}",3.0,5.0,5.0,"landsat7,landsat8",
LT1227,287419.99999999907,5638133.0,-71.4680789670748,-39.3801271610357,2016,2014.0,2016.0,57_1128,108.0,117.0,43.0,3.112068965517241,0.4272,"{""2014"": 36, ""2015"": 40, ""2016"": 41}",3.0,5.0,5.0,"landsat7,landsat8",
LT1234,283174.00000000384,5645119.0,-71.5150746672551,-39.316182689294,2016,2014.0,2016.0,57_1129,90.0,108.0,43.0,3.364485981308411,0.36384,"{""2014"": 33, ""2015"": 38, ""2016"": 37}",3.0,5.0,5.0,"landsat7,landsat8",
LT1237,287217.9999999959,5647577.999999995,-71.4674294496655,-39.2950492751298,2014,2012.0,2014.0,57_1130,68.0,80.0,24.0,4.544303797468355,0.3732608695652173,"{""2012"": 18, ""2013"": 26, ""2014"": 36}",3.0,5.0,5.0,"landsat7,landsat8",
LT1251,285166.99999999563,5658015.999999997,-71.4878677125965,-39.2005754029674,2017,2015.0,2017.0,57_1132,77.0,91.0,40.0,4.044444444444444,0.29484375,"{""2015"": 32, ""2016"": 30, ""2017"": 29}",3.0,5.0,5.0,"landsat7,landsat8",
LT1254,285047.9999999989,5658992.000000001,-71.4889343604629,-39.1917595054681,2017,2015.0,2017.0,57_1132,70.0,85.0,46.0,4.333333333333333,0.27578125,"{""2015"": 29, ""2016"": 31, ""2017"": 25}",3.0,5.0,5.0,"landsat7,landsat8",
LT1264,285758.00000000384,5662840.999999995,-71.4795024383644,-39.1572836809297,2014,2012.0,2014.0,57_1133,72.0,82.0,15.0,4.432098765432099,0.4017391304347826,"{""2012"": 20, ""2013"": 32, ""2014"": 30}",3.0,5.0,5.0,"landsat7,landsat8",
LT1271,282565.0000000036,5665812.000000006,-71.5154704786194,-39.1297456221465,2014,2012.0,2014.0,57_1133,70.0,84.0,18.0,4.325301204819277,0.3665217391304348,"{""2012"": 23, ""2013"": 28, ""2014"": 33}",3.0,5.0,5.0,"landsat7,landsat8",
LT1276,287406.0000000034,5669172.000000001,-71.4584624329366,-39.1006908488761,2016,2014.0,2016.0,57_1134,106.0,116.0,38.0,3.130434782608696,0.41904,"{""2014"": 33, ""2015"": 40, ""2016"": 43}",3.0,5.0,5.0,"landsat7,landsat8",
LT1282,285987.9999999965,5676182.000000002,-71.4726417974816,-39.0372341578932,2017,2015.0,2017.0,57_1135,106.0,119.0,32.0,3.0847457627118646,0.4109375,"{""2015"": 41, ""2016"": 40, ""2017"": 38}",3.0,5.0,5.0,"landsat7,landsat8",
LT1328,285798.9999999964,5708199.000000004,-71.4648343234044,-38.7489346170008,2016,2014.0,2016.0,57_1142,105.0,118.0,32.0,3.0854700854700856,0.4144,"{""2014"": 33, ""2015"": 42, ""2016"": 43}",3.0,5.0,5.0,"landsat7,landsat8",
LT1335,286488.9999999989,5713190.999999999,-71.4553615271502,-38.7041563516382,2016,2014.0,2016.0,57_1143,94.0,107.0,48.0,3.4056603773584904,0.37648,"{""2014"": 31, ""2015"": 39, ""2016"": 37}",3.0,5.0,5.0,"landsat7,landsat8",
LT1363,286422.0000000012,5727217.999999997,-71.4518219969186,-38.5778462935208,2013,2011.0,2013.0,57_1145,61.0,76.0,41.0,4.84,0.3921052631578947,"{""2011"": 24, ""2012"": 21, ""2013"": 31}",3.0,5.0,5.0,"landsat5,landsat7,landsat8",
LT1358,286612.9999999962,5723228.999999996,-71.4508528862821,-38.6138080383956,2014,2012.0,2014.0,57_1145,74.0,88.0,33.0,4.160919540229885,0.4015300546448087,"{""2012"": 21, ""2013"": 33, ""2014"": 34}",3.0,5.0,5.0,"landsat7,landsat8",
LT1357,285837.0000000006,5723163.000000005,-71.4597783182813,-38.6142153119593,2017,2015.0,2017.0,57_1145,98.0,112.0,32.0,3.279279279279279,0.3821875,"{""2015"": 38, ""2016"": 34, ""2017"": 40}",3.0,5.0,5.0,"landsat7,landsat8",
LT1373,283439.9999999989,5729059.000000001,-71.4854534954648,-38.5605489233711,2013,2011.0,2013.0,57_1146,65.0,80.0,32.0,4.594936708860759,0.4328947368421053,"{""2011"": 24, ""2012"": 21, ""2013"": 35}",3.0,5.0,5.0,"landsat5,landsat7,landsat8",
LT1383,286244.9999999985,5732201.999999998,-71.4523262337535,-38.5329289574569,2013,2011.0,2013.0,57_1146,51.0,71.0,33.0,5.142857142857143,0.365,"{""2011"": 20, ""2012"": 22, ""2013"": 29}",3.0,5.0,5.0,"landsat5,landsat7,landsat8",
LT1397,286044.9999999999,5735200.000000006,-71.4537016858932,-38.5058874576623,2015,2013.0,2015.0,57_1147,75.0,91.0,46.0,4.011111111111111,0.3229824561403508,"{""2013"": 26, ""2014"": 29, ""2015"": 36}",3.0,5.0,5.0,"landsat7,landsat8",
LT1393,287113.0000000013,5734263.999999999,-71.4417486405569,-38.5145710302259,2016,2014.0,2016.0,57_1147,96.0,117.0,40.0,3.112068965517241,0.3952,"{""2014"": 36, ""2015"": 40, ""2016"": 41}",3.0,5.0,5.0,"landsat7,landsat8",
LT1404,283845.0000000021,5738162.999999999,-71.4779957074015,-38.4786783387212,2015,2013.0,2015.0,57_1148,91.0,109.0,23.0,3.342592592592593,0.3985964912280701,"{""2013"": 34, ""2014"": 34, ""2015"": 41}",3.0,5.0,5.0,"landsat7,landsat8",
LT1412,284534.9999999997,5743059.000000006,-71.4685887621969,-38.434762721963,2013,2011.0,2013.0,57_1149,59.0,69.0,32.0,5.338235294117647,0.3653503184713376,"{""2011"": 20, ""2012"": 20, ""2013"": 29}",3.0,5.0,5.0,"landsat5,landsat7,landsat8",
LT1420,286216.9999999992,5747228.000000002,-71.448066585873,-38.3976292903409,2013,2011.0,2013.0,57_1149,65.0,78.0,55.0,4.714285714285714,0.4078980891719745,"{""2011"": 23, ""2012"": 21, ""2013"": 34}",3.0,5.0,5.0,"landsat5,landsat7,landsat8",
LT1445,283487.9999999991,5759065.000000003,-71.4756574164565,-38.2903931660679,2013,2011.0,2013.0,57_1152,60.0,79.0,24.0,4.653846153846154,0.3760493827160494,"{""2011"": 23, ""2012"": 20, ""2013"": 36}",3.0,5.0,5.0,"landsat5,landsat7,landsat8",
LT1452,283230.00000000285,5762982.000000003,-71.4774056628284,-38.2550621020358,2013,2011.0,2013.0,57_1153,64.0,79.0,24.0,4.653846153846154,0.4004938271604938,"{""2011"": 27, ""2012"": 21, ""2013"": 31}",3.0,5.0,5.0,"landsat5,landsat7,landsat8",
LT1453,287216.0000000035,5763334.999999999,-71.4317830215995,-38.2528361957933,2013,2011.0,2013.0,57_1153,59.0,74.0,17.0,4.972602739726027,0.3659259259259259,"{""2011"": 25, ""2012"": 21, ""2013"": 28}",3.0,5.0,5.0,"landsat5,landsat7,landsat8",
LT1455,283035.99999999866,5764136.000000004,-71.4792676896761,-38.2446246053364,2013,2011.0,2013.0,57_1153,62.0,82.0,27.0,4.444444444444445,0.3920987654320987,"{""2011"": 23, ""2012"": 20, ""2013"": 39}",3.0,5.0,5.0,"landsat5,landsat7,landsat8",
LT1462,285030.99999999604,5766164.000000005,-71.4558754588235,-38.2268432672453,2013,2011.0,2013.0,57_1153,80.0,94.0,16.0,3.903225806451613,0.4812345679012346,"{""2011"": 29, ""2012"": 26, ""2013"": 39}",3.0,5.0,5.0,"landsat5,landsat7,landsat8",
LT1458,283104.0000000044,5765048.999999996,-71.4782120740296,-38.2364202897635,2014,2012.0,2014.0,57_1153,71.0,82.0,78.0,4.444444444444445,0.3464646464646465,"{""2012"": 19, ""2013"": 31, ""2014"": 32}",3.0,5.0,5.0,"landsat7,landsat8",
LT1461,286030.9999999999,5766047.999999998,-71.4444957389391,-38.2281261793441,2016,2014.0,2016.0,57_1153,114.0,126.0,22.0,2.856,0.4215151515151515,"{""2014"": 34, ""2015"": 44, ""2016"": 48}",3.0,5.0,5.0,"landsat7,landsat8",
LT1473,283770.0000000036,5770091.000000005,-71.4690736723228,-38.1911816120416,2016,2014.0,2016.0,57_1154,93.0,111.0,24.0,3.2818181818181817,0.363206106870229,"{""2014"": 31, ""2015"": 41, ""2016"": 39}",3.0,5.0,5.0,"landsat7,landsat8",
LT1474,284774.999999997,5770165.000000001,-71.4575852058425,-38.1907559947407,2017,2015.0,2017.0,57_1154,117.0,126.0,41.0,2.888,0.4364885496183206,"{""2015"": 46, ""2016"": 45, ""2017"": 35}",3.0,5.0,5.0,"landsat7,landsat8",
LT1490,284073.0000000034,5781133.000000005,-71.4622710277789,-38.0918285030696,2017,2015.0,2017.0,57_1156,111.0,129.0,21.0,2.8359375,0.4186973180076628,"{""2015"": 43, ""2016"": 44, ""2017"": 42}",3.0,5.0,5.0,"landsat7,landsat8",
LT1507,285671.0,5787248.000000002,-71.4422318124187,-38.0371457661852,2014,2012.0,2014.0,57_1157,76.0,94.0,20.0,3.870967741935484,0.3714285714285714,"{""2012"": 18, ""2013"": 31, ""2014"": 45}",3.0,5.0,5.0,"landsat7,landsat8",
LT1517,283420.0000000014,5791068.999999999,-71.4667053915266,-38.0022041185058,2013,2011.0,2013.0,57_1158,81.0,91.0,20.0,4.033333333333333,0.4749700598802395,"{""2011"": 30, ""2012"": 25, ""2013"": 36}",3.0,5.0,5.0,"landsat5,landsat7,landsat8",
